HHID,urban,year,month,index,inflation,ctotal,total_W,inctotal,wage_total,w_share,worker,ocupation,sex,age,father_educ,father_ocup,writeread,classeduc,region,familysize,wave,region2,region3,region4,female
H06201-04-01,0,2013,11,274,1.0965546293128199,3281.3871380134387,2260000.0,192.47946728211014,,,0.0,farmer,2.0,76.0,,,1.0,,1.0,6,2013-2014,0,0,0,1
H06203-04-01,0,2013,11,275,1.0965546293128199,1445.8874268453746,75000.0,136792.09041687305,,,0.0,businessman,2.0,33.0,,,0.0,15.0,1.0,4,2013-2014,0,0,0,1
H06207-04-01,0,2013,11,276,1.07578104320216,1832.9620545295684,4215000.0,448.4486657621841,,,0.0,farmer,1.0,39.0,,,1.0,,1.0,4,2013-2014,0,0,0,0
H06208-04-01,0,2014,5,277,1.07578104320216,1997.752565842499,7320000.0,261.59505502794065,,,0.0,farmer,1.0,33.0,73.0,19.0,0.0,13.0,1.0,10,2013-2014,0,0,0,0
H06303-04-02,0,2014,9,282,1.0731904059908899,1861.0879935257574,365000.0,,,,0.0,nothing,1.0,58.0,,,0.0,32.0,1.0,3,2013-2014,0,0,0,0
H06303-04-03,0,2014,10,283,1.0868319920274498,2022.3261766303074,0.0,,,,0.0,nothing,2.0,28.0,,,0.0,17.0,1.0,4,2013-2014,0,0,0,1
H06305-04-01,1,2014,2,284,1.0868319920274498,1092.293729718188,4987000.0,,,,0.0,nothing,2.0,49.0,,,0.0,13.0,1.0,4,2013-2014,0,0,0,1
H06309-04-01,1,2014,2,287,1.0868319920274498,4881.496601805373,16950000.0,46005.27070124852,,,0.0,businessman,2.0,32.0,,,1.0,13.0,1.0,5,2013-2014,0,0,0,1
H06310-04-03,1,2014,7,290,1.08515671048443,1916.8695990698875,0.0,,,,0.0,nothing,1.0,32.0,70.0,19.0,0.0,34.0,4.0,3,2013-2014,0,0,1,0
H06403-04-01,0,2013,12,293,1.06875102353536,434.32634535456856,3300000.0,,,,,,2.0,74.0,,,1.0,,1.0,1,2013-2014,0,0,0,1
H06404-04-01,0,2013,12,294,1.09481231747301,876.7869206783513,4880000.0,,,,0.0,nothing,1.0,36.0,,,0.0,16.0,1.0,4,2013-2014,0,0,0,0
H06601-04-01,0,2014,7,301,1.07004113303359,1872.4178570427787,228000.0,841089.1621039654,,,0.0,businessman,1.0,42.0,51.0,5.0,0.0,51.0,1.0,1,2013-2014,0,0,0,0
H06609-04-01,0,2014,7,309,1.06875102353536,2462.2918293102607,21700000.0,187134.32370657558,,,0.0,businessman,1.0,44.0,,19.0,0.0,61.0,1.0,5,2013-2014,0,0,0,0
H06707-04-02,0,2014,4,316,1.0868319920274498,1886.5986327486853,0.0,138267.3491033081,,,0.0,businessman,1.0,28.0,,19.0,0.0,32.0,1.0,3,2013-2014,0,0,0,0
H06710-04-01,0,2014,4,319,1.0731904059908899,793.7755692755114,0.0,18636.021984872063,,,0.0,businessman,2.0,69.0,,,0.0,17.0,1.0,4,2013-2014,0,0,0,1
H06805-04-01,1,2014,8,323,1.07531979700378,1013.3966691032996,5845000.0,,,,0.0,nothing,2.0,39.0,21.0,19.0,0.0,51.0,1.0,1,2013-2014,0,0,0,1
H06901-04-01,1,2013,10,328,1.07578104320216,2899.3212376352226,6550000.0,,,,0.0,nothing,2.0,34.0,,,0.0,16.0,1.0,6,2013-2014,0,0,0,1
H06906-04-01,1,2014,4,331,1.0965546293128199,184.0540840073072,0.0,,,,,,2.0,94.0,,,1.0,12.0,1.0,1,2013-2014,0,0,0,1
H06911-04-03,0,2014,4,335,1.08515671048443,1767.1820678435047,0.0,,,,0.0,nothing,2.0,28.0,,,0.0,51.0,1.0,3,2013-2014,0,0,0,1
H07002-04-02,1,2014,2,337,1.06875102353536,1732.169277067812,0.0,32748.506648650724,,,0.0,businessman,1.0,49.0,,,0.0,14.0,1.0,4,2013-2014,0,0,0,0
H07003-04-01,1,2014,2,338,1.06875102353536,2097.700759925346,0.0,,,,0.0,nothing,1.0,39.0,,,0.0,15.0,1.0,6,2013-2014,0,0,0,0
H07007-04-02,1,2014,7,340,1.06875102353536,3047.5907067692565,0.0,421052.228339795,,,0.0,businessman,1.0,26.0,,,0.0,61.0,1.0,2,2013-2014,0,0,0,0
H07008-04-01,1,2014,8,341,1.06875102353536,1017.1656798851744,0.0,,,,,,2.0,46.0,,,1.0,12.0,1.0,8,2013-2014,0,0,0,1
H07201-04-01,0,2014,3,344,1.07004113303359,1117.3815226381078,0.0,317744.79457260924,,,0.0,businessman,2.0,26.0,17.0,19.0,0.0,17.0,1.0,5,2013-2014,0,0,0,1
H07202-04-01,0,2014,3,345,1.07004113303359,1647.5326330394732,0.0,387835.558081273,,,0.0,businessman,1.0,34.0,,,0.0,14.0,1.0,6,2013-2014,0,0,0,0
H07202-04-02,0,2013,10,346,1.09481231747301,991.6109810055902,0.0,220129.05422571785,,,0.0,businessman,2.0,28.0,,,1.0,13.0,1.0,4,2013-2014,0,0,0,1
H07206-04-01,0,2014,3,350,1.0693649877067402,2515.53539299376,0.0,724729.1700301432,,,0.0,businessman,1.0,39.0,,,0.0,16.0,1.0,9,2013-2014,0,0,0,0
H07209-04-01,0,2014,3,354,1.06875102353536,891.8736695330573,0.0,,,,0.0,nothing,2.0,65.0,,,1.0,,1.0,2,2013-2014,0,0,0,1
H07303-04-01,0,2013,12,357,1.07531979700378,1437.2330198918023,5950000.0,,,,,,1.0,31.0,,1.0,1.0,,1.0,10,2013-2014,0,0,0,0
H07304-04-02,1,2013,12,359,1.07004113303359,906.6938718128428,45000.0,,,,,,1.0,21.0,,,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H07305-04-01,0,2013,12,360,1.07004113303359,813.7051864177414,473000.0,,,,,,1.0,78.0,,,1.0,13.0,1.0,1,2013-2014,0,0,0,0
H07403-04-01,0,2014,4,366,1.0693649877067402,907.3105411253231,104000.0,357.1519469273201,,,0.0,farmer,1.0,45.0,,,0.0,15.0,1.0,2,2013-2014,0,0,0,0
H07404-04-01,0,2014,4,367,1.0693649877067402,1293.3021462771992,5690000.0,,,,0.0,nothing,1.0,39.0,12.0,21.0,0.0,17.0,1.0,4,2013-2014,0,0,0,0
H07406-04-01,0,2013,10,368,1.0747256362995699,5332.859503530375,1120000.0,55828.202076381414,,,0.0,businessman,2.0,24.0,,,0.0,31.0,1.0,4,2013-2014,0,0,0,1
H07408-04-02,0,2014,4,370,1.0693649877067402,1888.5674408168934,5930000.0,2999911.1967183216,,,0.0,businessman,1.0,27.0,,,0.0,17.0,1.0,4,2013-2014,0,0,0,0
H07410-04-01,0,2013,10,372,1.0747256362995699,2897.564451825123,0.0,297750.41107403423,,,0.0,businessman,1.0,34.0,15.0,4.0,0.0,17.0,1.0,8,2013-2014,0,0,0,0
H07412-04-01,0,2013,10,373,1.0747256362995699,1998.455504206356,224000.0,201911.9975095795,,,0.0,businessman,1.0,36.0,17.0,5.0,0.0,32.0,1.0,4,2013-2014,0,0,0,0
H07413-04-01,0,2013,10,374,1.0747256362995699,1842.099677695224,495000.0,,,,0.0,nothing,1.0,36.0,31.0,19.0,1.0,,1.0,6,2013-2014,0,0,0,0
H07501-04-01,0,2014,1,375,1.0747256362995699,2345.517241037715,1330000.0,,,,0.0,nothing,2.0,26.0,13.0,5.0,0.0,15.0,1.0,6,2013-2014,0,0,0,1
H07502-04-01,0,2014,7,376,1.0693649877067402,2844.8526234095366,3250000.0,215080.91497668767,,,0.0,businessman,1.0,51.0,,,0.0,15.0,1.0,11,2013-2014,0,0,0,0
H07502-04-03,1,2014,7,378,1.08515671048443,2145.105680118777,355000.0,598991.8264522646,,,0.0,businessman,1.0,30.0,,,0.0,33.0,1.0,3,2013-2014,0,0,0,0
H07502-04-04,1,2014,7,379,1.06875102353536,2582.4477353119155,2640000.0,,,,0.0,nothing,1.0,26.0,,88.0,0.0,14.0,1.0,6,2013-2014,0,0,0,0
H07502-04-07,1,2014,8,381,1.08515671048443,7093.6286960116295,0.0,1843051.773699276,,,0.0,businessman,1.0,24.0,,18.0,0.0,61.0,1.0,3,2013-2014,0,0,0,0
H07507-04-01,0,2014,1,384,1.0731904059908899,3589.045592531287,30000.0,65226.07694705221,,,0.0,businessman,1.0,53.0,,,1.0,13.0,1.0,5,2013-2014,0,0,0,0
H07509-04-03,0,2014,7,388,1.0747256362995699,1860.7314509026694,255000.0,,,,0.0,nothing,1.0,42.0,,88.0,0.0,16.0,1.0,4,2013-2014,0,0,0,0
H07509-04-04,0,2014,7,389,1.0731904059908899,710.7851934706932,285000.0,,,,0.0,nothing,2.0,20.0,,1.0,1.0,12.0,1.0,2,2013-2014,0,0,0,1
H08101-04-01,1,2014,5,391,1.0731904059908899,4548.189571233847,0.0,186360.21984872068,,,0.0,businessman,2.0,30.0,,,0.0,41.0,1.0,3,2013-2014,0,0,0,1
H08102-04-03,1,2014,5,394,1.0731904059908899,4006.518880542504,0.0,1304521.5389410441,,,0.0,businessman,1.0,41.0,,19.0,0.0,34.0,1.0,12,2013-2014,0,0,0,0
H08102-04-04,1,2014,5,395,1.0731904059908899,2211.203641452335,197000.0,158406.18687141253,,,0.0,businessman,2.0,23.0,,1.0,0.0,51.0,1.0,3,2013-2014,0,0,0,1
H08102-04-06,1,2014,5,396,1.0731904059908899,1438.7159680538407,163000.0,,,,0.0,nothing,1.0,23.0,,19.0,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H08110-04-01,1,2013,11,399,1.0693649877067402,1175.8541021914846,0.0,,,,,,1.0,51.0,,,0.0,35.0,1.0,1,2013-2014,0,0,0,0
H08114-04-01,1,2013,11,400,1.0693649877067402,889.0842241576354,12130000.0,168324.1943295817,,,0.0,businessman,2.0,37.0,,,0.0,17.0,1.0,1,2013-2014,0,0,0,1
H08302-04-04,0,2014,2,405,1.0747256362995699,1787.3553556455472,0.0,139570.50519095355,,,0.0,businessman,1.0,47.0,,88.0,1.0,13.0,1.0,8,2013-2014,0,0,0,0
H08303-04-01,0,2014,2,406,1.0693649877067402,8653.632618526042,63820000.0,103334.72219590604,,,0.0,businessman,1.0,55.0,51.0,1.0,0.0,16.0,1.0,16,2013-2014,0,0,0,0
H08305-04-01,0,2014,2,408,1.0693649877067402,384.1190878592817,0.0,,,,0.0,nothing,1.0,79.0,,,1.0,16.0,1.0,1,2013-2014,0,0,0,0
H08306-04-01,0,2014,8,409,1.0693649877067402,3471.2783408491664,450000.0,233783.6032355301,,,0.0,businessman,2.0,28.0,,,0.0,15.0,1.0,7,2013-2014,0,0,0,1
H08307-04-02,0,2014,8,410,1.0693649877067402,760.2131016074434,5300000.0,,,,0.0,nothing,1.0,35.0,,,0.0,13.0,1.0,1,2013-2014,0,0,0,0
H08308-04-01,0,2014,8,412,1.0747256362995699,1184.7361890093582,2740000.0,92116.53342602936,,,0.0,businessman,2.0,42.0,,23.0,0.0,16.0,1.0,5,2013-2014,0,0,0,1
H08309-04-01,1,2014,8,414,1.07578104320216,2665.969824537497,530000.0,,,,0.0,nothing,2.0,62.0,,,0.0,17.0,1.0,6,2013-2014,0,0,0,1
H08406-04-01,0,2014,5,419,1.0731904059908899,1721.9782576932025,860000.0,93367.41459197536,,,0.0,businessman,2.0,43.0,,,0.0,16.0,1.0,4,2013-2014,0,0,0,1
H08406-04-02,1,2014,5,420,1.0731904059908899,1706.3455219730242,525000.0,,,,0.0,nothing,1.0,32.0,,,0.0,15.0,1.0,4,2013-2014,0,0,0,0
H08406-04-03,1,2014,7,421,1.0731904059908899,1770.7495115298882,0.0,,,,,,1.0,23.0,,,0.0,33.0,1.0,2,2013-2014,0,0,0,0
H08410-04-01,0,2014,5,426,1.0868319920274498,2146.316275679399,0.0,,,,0.0,nothing,1.0,43.0,,,0.0,17.0,1.0,11,2013-2014,0,0,0,0
H08411-04-01,1,2013,11,427,1.0747256362995699,794.7638239222412,4775000.0,,,,,,2.0,48.0,,,1.0,,1.0,5,2013-2014,0,0,0,1
H08501-04-01,0,2014,3,428,1.0747256362995699,865.7659866857506,0.0,,,,,,1.0,54.0,,,0.0,,1.0,4,2013-2014,0,0,0,0
H08503-04-01,0,2014,8,430,1.07578104320216,676.3382040846018,0.0,37182.287467100534,,,0.0,businessman,1.0,59.0,,,0.0,14.0,1.0,1,2013-2014,0,0,0,0
H08503-04-02,1,2014,6,431,1.07592128257322,2065.9363509401264,0.0,223064.6459804249,,,0.0,businessman,1.0,28.0,,5.0,0.0,36.0,1.0,5,2013-2014,0,0,0,0
H08505-04-01,0,2014,3,434,1.09481231747301,2371.7594650372994,0.0,220.3266102220084,,,0.0,farmer,1.0,42.0,12.0,19.0,0.0,12.0,1.0,7,2013-2014,0,0,0,0
H08509-04-01,0,2013,9,438,1.07531979700378,566.7328303800466,0.0,,,,,,1.0,67.0,,,1.0,,1.0,3,2013-2014,0,0,0,0
H08510-04-02,1,2013,10,440,1.07592128257322,3416.9274409742243,0.0,10010025.988371566,,,0.0,businessman,1.0,33.0,14.0,19.0,0.0,33.0,1.0,5,2013-2014,0,0,0,0
H08602-04-01,0,2014,6,441,1.07592128257322,1209.8990733710505,0.0,24165.33664787936,,,0.0,businessman,2.0,55.0,,,1.0,,1.0,5,2013-2014,0,0,0,1
H08602-04-02,0,2014,6,442,1.07592128257322,1027.9920501051963,0.0,13941.540373776555,,,0.0,businessman,2.0,34.0,,,1.0,,1.0,4,2013-2014,0,0,0,1
H08609-04-01,0,2013,12,446,1.08552613447724,3105.475596588189,15490000.0,54351.52422968868,,,0.0,businessman,2.0,55.0,,,0.0,31.0,1.0,6,2013-2014,0,0,0,1
H08701-04-01,0,2013,10,448,1.08552613447724,3763.207108972472,14775000.0,777.7399150228888,,,0.0,farmer,2.0,74.0,,,1.0,,1.0,8,2013-2014,0,0,0,1
H08704-04-01,0,2013,10,450,1.0747256362995699,2582.047242219497,89560000.0,1010.0003700097997,,,0.0,farmer,1.0,56.0,,,0.0,17.0,1.0,5,2013-2014,0,0,0,0
H08706-04-01,0,2013,10,451,1.0747256362995699,8882.751829660972,0.0,654.6298694507961,,,0.0,farmer,1.0,43.0,,,0.0,13.0,1.0,13,2013-2014,0,0,0,0
H08707-04-01,0,2014,4,452,1.0747256362995699,3890.371795593302,2348001.0,841.6669750081662,,,0.0,farmer,1.0,40.0,,,1.0,,1.0,8,2013-2014,0,0,0,0
H08708-04-02,0,2014,10,454,1.0747256362995699,2486.7302557335292,0.0,112217.51546943496,,,0.0,businessman,1.0,39.0,,,1.0,,1.0,9,2013-2014,0,0,0,0
H08709-04-01,0,2013,10,455,1.0693649877067402,5045.964166770319,55830000.0,1672.9749092911306,,,0.0,farmer,1.0,41.0,1.0,10.0,0.0,32.0,1.0,8,2013-2014,0,0,0,0
H08710-04-01,0,2014,4,456,1.0868319920274498,2626.2710652859514,154000.0,647.3378665213618,,,0.0,farmer,1.0,52.0,,,0.0,17.0,1.0,9,2013-2014,0,0,0,0
H08805-04-01,0,2014,1,462,1.0747256362995699,4046.5477787337054,8290000.0,,,,0.0,nothing,1.0,88.0,,,0.0,16.0,1.0,7,2013-2014,0,0,0,0
H09001-04-02,1,2014,4,467,1.0965546293128199,1509.8004807249474,0.0,-41037.62712506192,,,0.0,businessman,1.0,24.0,,19.0,0.0,17.0,1.0,3,2013-2014,0,0,0,0
H09003-04-01,0,2014,4,468,1.0965546293128199,2511.328258286257,0.0,,,,0.0,nothing,1.0,35.0,,,0.0,,1.0,6,2013-2014,0,0,0,0
H09004-04-01,1,2014,4,469,1.0965546293128199,589.5653133380971,0.0,,,,0.0,nothing,2.0,51.0,,,1.0,,1.0,3,2013-2014,0,0,0,1
H09004-04-02,0,2014,6,470,1.0965546293128199,1259.541920608519,0.0,165062.45576969348,,,0.0,businessman,1.0,27.0,,19.0,0.0,17.0,1.0,3,2013-2014,0,0,0,0
H09005-04-01,0,2013,11,471,1.0965546293128199,378.47244702211265,0.0,,,,0.0,nothing,2.0,74.0,,,1.0,13.0,1.0,1,2013-2014,0,0,0,1
H09009-04-01,0,2014,4,475,1.08552613447724,1755.3632615028964,0.0,,,,0.0,nothing,1.0,36.0,,19.0,0.0,15.0,1.0,4,2013-2014,0,0,0,0
H09009-04-02,1,2014,6,476,1.0868319920274498,2099.6154724517864,0.0,170219.50159461948,,,0.0,businessman,2.0,24.0,,19.0,0.0,32.0,1.0,2,2013-2014,0,0,0,1
H09011-04-01,1,2013,11,478,1.07578104320216,1232.9104303658894,0.0,,,,0.0,nothing,1.0,32.0,,,0.0,32.0,1.0,3,2013-2014,0,0,0,0
H09101-04-01,0,2014,2,479,1.07578104320216,1006.9612949241734,190000.0,,,,0.0,nothing,2.0,48.0,,,1.0,13.0,1.0,5,2013-2014,0,0,0,1
H09105-04-01,0,2014,8,482,1.07578104320216,2685.3738533445144,0.0,,,,,,1.0,61.0,14.0,10.0,0.0,17.0,1.0,10,2013-2014,0,0,0,0
H09105-04-02,0,2014,8,483,1.07578104320216,995.3548110266428,0.0,,,,0.0,nothing,1.0,22.0,17.0,19.0,0.0,17.0,1.0,4,2013-2014,0,0,0,0
H09106-04-01,0,2014,2,484,1.08552613447724,1078.6511916686493,0.0,,,,0.0,nothing,2.0,61.0,,,1.0,15.0,1.0,1,2013-2014,0,0,0,1
H09106-04-02,1,2014,6,485,1.07531979700378,1431.553109508038,0.0,,,,0.0,nothing,1.0,27.0,,5.0,0.0,34.0,1.0,3,2013-2014,0,0,0,0
H09107-04-01,0,2014,8,486,1.07531979700378,669.6542444858552,1444000.0,,,,,,2.0,51.0,,18.0,1.0,,1.0,3,2013-2014,0,0,0,1
H09109-04-01,0,2014,2,488,1.07004113303359,876.2034093134389,4530000.0,,,,,,1.0,80.0,,,1.0,,1.0,6,2013-2014,0,0,0,0
H09203-04-01,0,2013,12,491,1.0965546293128199,1834.7594055246714,3620000.0,145933.56076473492,,,0.0,businessman,1.0,63.0,,,0.0,51.0,1.0,4,2013-2014,0,0,0,0
H09403-04-01,1,2014,4,496,1.0747256362995699,1882.204749367621,0.0,232617.50865158925,,,0.0,businessman,2.0,45.0,61.0,5.0,0.0,51.0,1.0,2,2013-2014,0,0,0,1
H09403-04-02,1,2014,4,497,1.0747256362995699,3436.734877268388,0.0,,,,0.0,nothing,2.0,41.0,,,0.0,34.0,1.0,4,2013-2014,0,0,0,1
H09410-04-01,1,2013,10,498,1.0747256362995699,2375.946739364933,0.0,,,,,,1.0,50.0,,,0.0,32.0,1.0,7,2013-2014,0,0,0,0
H09501-04-01,1,2014,1,499,1.0747256362995699,1696.7142967985135,190000.0,,,,,,1.0,35.0,,,0.0,33.0,1.0,1,2013-2014,0,0,0,0
H09504-04-01,1,2014,8,500,1.0747256362995699,7186.181407559041,21600000.0,,,,0.0,nothing,1.0,32.0,,88.0,0.0,61.0,1.0,6,2013-2014,0,0,0,0
H09509-04-01,1,2014,1,502,1.0747256362995699,2393.2117029548444,0.0,,,,0.0,nothing,2.0,34.0,,,0.0,51.0,1.0,5,2013-2014,0,0,0,1
H09513-04-01,1,2014,8,504,1.06875102353536,3042.9609789040514,930000.0,514619.3901930828,,,0.0,businessman,2.0,31.0,,,0.0,34.0,1.0,6,2013-2014,0,0,0,1
H09514-04-01,1,2014,1,505,1.06875102353536,1946.800567318812,0.0,140350.7427799317,,,0.0,businessman,1.0,32.0,,,0.0,14.0,1.0,5,2013-2014,0,0,0,0
H09604-04-01,1,2013,11,506,1.06875102353536,6334.6613213160435,32530000.0,2357892.478702852,,,0.0,businessman,1.0,53.0,,,0.0,51.0,1.0,4,2013-2014,0,0,0,0
H09605-04-01,1,2013,11,507,1.06875102353536,3265.332595429692,35810000.0,187134.32370657558,,,0.0,businessman,1.0,58.0,,,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H09610-04-01,1,2014,5,510,1.06875102353536,8760.385534440973,506520000.0,,,,0.0,nothing,1.0,51.0,,,0.0,61.0,1.0,7,2013-2014,0,0,0,0
H09613-04-01,1,2014,5,511,1.06875102353536,2923.9625048686976,0.0,56140.297111972664,,,0.0,businessman,1.0,27.0,,,0.0,17.0,1.0,6,2013-2014,0,0,0,0
H09701-04-01,1,2014,2,512,1.06875102353536,1489.3617523871644,58125000.0,,,,,,1.0,32.0,,,0.0,33.0,1.0,5,2013-2014,0,0,0,0
H09705-04-01,1,2014,2,513,1.06875102353536,6162.92445973617,21430000.0,720467.146270316,,,0.0,businessman,1.0,40.0,,,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H09706-04-01,1,2014,2,514,1.06875102353536,1743.671257232931,3740000.0,224561.18844789072,,,0.0,businessman,2.0,40.0,,,0.0,16.0,1.0,2,2013-2014,0,0,0,1
H09901-04-01,1,2014,1,516,1.0693649877067402,4535.90202394193,64587001.0,,,,0.0,nothing,1.0,22.0,,4.0,0.0,61.0,1.0,5,2013-2014,0,0,0,0
H09902-04-01,0,2014,7,517,1.0693649877067402,695.2172311038684,10000.0,,,,0.0,nothing,1.0,46.0,,,0.0,13.0,1.0,1,2013-2014,0,0,0,0
H09903-04-01,0,2014,1,518,1.0693649877067402,1777.7346605254804,240000.0,121567.47368247568,,,0.0,businessman,2.0,38.0,,,1.0,,1.0,6,2013-2014,0,0,0,1
H09905-04-01,0,2014,7,519,1.0693649877067402,1312.6129327193628,2046000.0,140270.16194131807,,,0.0,businessman,1.0,28.0,,,1.0,,1.0,3,2013-2014,0,0,0,0
H09906-04-01,0,2014,1,520,1.08515671048443,1091.9138998455712,82000.0,,,,0.0,nothing,2.0,31.0,,,0.0,17.0,1.0,1,2013-2014,0,0,0,1
H09908-04-01,0,2014,7,521,1.08515671048443,2019.8910984289303,1495000.0,451547.6845563226,,,0.0,businessman,1.0,48.0,,,0.0,36.0,1.0,5,2013-2014,0,0,0,0
H10002-04-01,1,2014,4,524,1.08515671048443,3526.7764526429305,0.0,488408.7200303081,,,0.0,businessman,1.0,51.0,34.0,19.0,0.0,61.0,1.0,7,2013-2014,0,0,0,0
H10003-04-01,0,2014,4,525,1.0731904059908899,8678.329532402277,0.0,,,,0.0,nothing,1.0,42.0,,,0.0,51.0,1.0,8,2013-2014,0,0,0,0
H10004-04-01,1,2014,4,526,1.0731904059908899,9496.418688339358,0.0,2982617.6268638535,,,0.0,businessman,1.0,52.0,,,0.0,33.0,1.0,13,2013-2014,0,0,0,0
H10007-04-02,0,2013,10,528,1.0731904059908899,3656.043031332052,0.0,,,,,,2.0,34.0,,,0.0,61.0,1.0,2,2013-2014,0,0,0,1
H10009-04-01,1,2013,10,529,1.0731904059908899,19349.07644643117,0.0,,,,0.0,nothing,1.0,43.0,,7.0,0.0,34.0,1.0,5,2013-2014,0,0,0,0
H10009-04-02,1,2014,4,530,1.0731904059908899,3601.393292542525,0.0,6895328.1344026625,,,0.0,businessman,2.0,34.0,,,0.0,32.0,1.0,1,2013-2014,0,0,0,1
H10011-04-01,1,2013,10,532,1.0868319920274498,13209.178142470895,0.0,,,,0.0,nothing,1.0,31.0,,,0.0,61.0,1.0,3,2013-2014,0,0,0,0
H10201-04-02,0,2014,8,534,1.0868319920274498,1614.9657049122218,1275000.0,,,,0.0,nothing,1.0,33.0,,,0.0,17.0,1.0,3,2013-2014,0,0,0,0
H10205-04-01,1,2013,11,535,1.0868319920274498,1808.2422964878851,180000.0,,,,0.0,nothing,2.0,31.0,,,0.0,33.0,1.0,3,2013-2014,0,0,0,1
H10207-04-01,1,2013,11,536,1.0868319920274498,3277.272437315649,25540000.0,184021.08280499408,,,0.0,businessman,2.0,54.0,61.0,5.0,0.0,36.0,1.0,5,2013-2014,0,0,0,1
H10209-04-01,1,2014,5,537,1.0868319920274498,1097.4866598562166,30000.0,92010.54140249704,,,0.0,businessman,2.0,59.0,,,1.0,12.0,1.0,1,2013-2014,0,0,0,1
H10210-04-01,0,2014,7,538,1.0868319920274498,801.2406658860833,6000000.0,,,,0.0,nothing,2.0,53.0,,,0.0,17.0,1.0,2,2013-2014,0,0,0,1
H10303-04-01,1,2014,3,539,1.0868319920274498,3062.6906049682107,0.0,,,,,,1.0,18.0,14.0,1.0,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H10304-04-01,1,2014,3,540,1.0868319920274498,9968.220648106802,0.0,230026.3535062425,,,0.0,businessman,1.0,33.0,,,0.0,34.0,1.0,11,2013-2014,0,0,0,0
H10306-04-01,1,2014,3,541,1.07004113303359,1105.9295361306304,0.0,140181.5270173276,,,0.0,businessman,1.0,28.0,,,0.0,17.0,1.0,3,2013-2014,0,0,0,0
H10309-04-01,1,2014,3,542,1.07004113303359,1948.2683014311056,0.0,327090.2297070977,,,0.0,businessman,1.0,46.0,,,0.0,34.0,1.0,5,2013-2014,0,0,0,0
H10312-04-01,1,2014,3,544,1.07004113303359,2388.118511283289,0.0,28036.305403465518,,,0.0,businessman,1.0,34.0,,,1.0,,1.0,5,2013-2014,0,0,0,0
H10701-04-02,0,2013,12,546,1.07004113303359,349.26752540786384,2595000.0,,,,0.0,nothing,1.0,25.0,2.0,5.0,0.0,16.0,2.0,4,2013-2014,1,0,0,0
H10701-04-03,0,2014,5,547,1.07531979700378,391.3026868814975,0.0,89647.74969139822,,,0.0,businessman,1.0,28.0,,19.0,0.0,33.0,2.0,3,2013-2014,1,0,0,0
H10707-04-01,0,2014,7,554,1.07592128257322,1769.3449077128655,1400000.0,,,,0.0,nothing,1.0,52.0,73.0,19.0,1.0,,2.0,9,2013-2014,1,0,0,0
H10709-04-01,0,2014,6,556,1.08552613447724,2265.060670098253,9655000.0,119757.595760331,,,0.0,businessman,1.0,64.0,,,0.0,15.0,2.0,8,2013-2014,1,0,0,0
H10710-04-01,0,2014,7,557,1.08552613447724,3486.155069646553,0.0,11961941.391906908,,,0.0,businessman,1.0,60.0,,,0.0,12.0,2.0,10,2013-2014,1,0,0,0
H10710-04-02,1,2014,7,558,1.08552613447724,2033.8041221056421,21505000.0,,,,,,2.0,24.0,,19.0,0.0,17.0,2.0,4,2013-2014,1,0,0,1
H10710-04-03,1,2014,7,559,1.08552613447724,1958.985827166856,0.0,,,,,,2.0,27.0,,88.0,0.0,34.0,2.0,3,2013-2014,1,0,0,1
H10710-04-04,0,2014,8,560,1.07592128257322,878.4208595352283,2245000.0,,,,0.0,nothing,1.0,29.0,,,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H10710-04-05,0,2014,10,561,1.07592128257322,671.8667460145107,560000.0,65060.521744290585,,,0.0,businessman,1.0,30.0,17.0,8.0,0.0,34.0,2.0,5,2013-2014,1,0,0,0
H10801-04-01,0,2014,3,562,1.07592128257322,691.4838178500144,0.0,102237.96274102807,,,0.0,businessman,1.0,40.0,,,0.0,14.0,2.0,6,2013-2014,1,0,0,0
H10802-04-01,0,2014,3,563,1.08552613447724,3736.4277858910973,0.0,,,,0.0,nothing,1.0,61.0,10.0,9.0,0.0,34.0,2.0,11,2013-2014,1,0,0,0
H10803-04-03,0,2013,9,566,1.07592128257322,523.6249174553732,0.0,,,,0.0,nothing,1.0,28.0,3.0,19.0,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H10804-04-01,0,2013,9,567,1.0868319920274498,2027.0922905926075,0.0,18.49536761489605,,,0.0,farmer,1.0,46.0,,,0.0,17.0,2.0,9,2013-2014,1,0,0,0
H10807-04-02,0,2014,3,571,1.07578104320216,1363.8157580398986,0.0,46477.859333875655,,,0.0,businessman,1.0,25.0,,,0.0,36.0,2.0,3,2013-2014,1,0,0,0
H10810-04-01,0,2013,9,573,1.0965546293128199,869.6969687979066,0.0,,,,0.0,nothing,1.0,42.0,3.0,19.0,0.0,32.0,2.0,5,2013-2014,1,0,0,0
H10902-04-01,0,2014,7,574,1.0965546293128199,288.7544535728506,110000.0,,,,,,1.0,44.0,,,1.0,,2.0,1,2013-2014,1,0,0,0
